document,text
03-23-2016 19:45:44,Lyin’ Ted Cruz steals foreign policy from me and lines from Michael Douglas— just another dishonest politician.
03-23-2016 19:49:49,Low energy Jeb Bush just endorsed a man he truly hates Lyin’ Ted Cruz. Honestly I can’t blame Jeb in that I drove him into oblivion!
03-23-2016 19:53:39,Just watched Hillary deliver a prepackaged speech on terror. She’s been in office fighting terror for 20 years- and look where we are!
03-23-2016 19:54:59,I will be the best by far in fighting terror. I’m the only one that was right from the beginning  now Lyin’ Ted  others are copying me.
03-23-2016 20:02:29,I think having Jeb's endorsement hurts Lyin' Ted. Jeb spent more than $150000000 and got nothing. I spent a fraction of that and am first!
03-23-2016 21:12:54,While I believe I will clinch before Cleveland and get more than 1237 delegates it is unfair in that there have been so many in the race!
03-23-2016 21:44:44,I want to thank @RealSheriffJoe for all of his help in our historic Arizona win. Could not have done it without you Joe!
03-23-2016 23:25:00,MAKE AMERICA GREAT AGAIN!
03-24-2016 11:47:26,N.A.T.O. is obsolete and must be changed to additionally focus on terrorism as well as some of the things it is currently focused on!
03-24-2016 11:59:06,We pay a disproportionate share of the cost of N.A.T.O. Why? It is time to renegotiate and the time is now!
03-24-2016 14:02:27,It is amazing how @LindseyGrahamSC gets on so many T.V. shows talking negatively about me when I beat him so badly (ZERO) in his pres run!
03-24-2016 14:07:07,.@LindseyGrahamSC and Lyin' Ted Cruz are two politicians who are very much alike - ALL TALK AND NO ACTION! Both talk about ISIS do nothing!
03-24-2016 14:14:14,These politicians like Cruz and Graham who have watched ISIS and many other problems develop for years do nothing to make things better!
03-24-2016 14:17:57,Remember when I recently said that Brussels is a hell hole and a mess and the failing @nytimes wrote a critical article. I was so right!
03-24-2016 14:38:13,It is amazing how often I am right only to be criticized by the media. Illegal immigration take the oil build the wall Muslims NATO!
03-24-2016 14:46:29,Hillary Clinton has been working on solving the terrorism problem for years. TIME FOR A CHANGE I WILL SOLVE - AND FAST!
03-24-2016 15:33:34,.@TheView T.V. show which is failing so badly that it will soon be taken off thr air is constantly asking me to go on. I TELL THEM NO
03-24-2016 15:39:16,Explain how the women on The View which is a total disaster since the great Barbara Walters left ever got their jobs. @abc is wasting time
03-24-2016 15:52:11,Just announced that as many as 5000 ISIS fighters have infiltrated Europe. Also many in U.S.  I TOLD YOU SO! I alone can fix this problem!
03-24-2016 15:55:32,Europe and the U.S. must immediately stop taking in people from Syria. This will be the destruction of civilization as we know it! So sad!
03-24-2016 16:02:06,Endorsements for Lyin' Ted Cruz- 
03-24-2016 18:14:18,MAKE AMERICA GREAT AGAIN! 
03-24-2016 21:48:17,Just won a big federal lawsuit similar in certain ways to the Trump U case but the press refuses to write about it. If I lost-monster story!
03-24-2016 22:31:17,I didn't start the fight with Lyin'Ted Cruz over the GQ cover pic of Melania he did. He knew the PAC was putting it out - hence Lyin' Ted!
03-24-2016 22:42:27,Wow just released that $67 million in negative ads was spent on me. How am I still number one - by a lot?
03-26-2016 02:43:18,Top suspect in Paris massacre Salah Abdeslam who also knew of the Brussels attack is no longer talking. Weak leaders ridiculous laws!
03-26-2016 15:19:31,The media is so after me on women  Wow this is a tough business. Nobody has more respect for women than Donald Trump!
03-26-2016 19:01:42,The press is going out of their way to convince people that I do not like or respect women when they know that it is just the opposite!
03-26-2016 19:13:48,Lyin' Ted Cruz is now trying to convince prople that his problems with The National Enq.were caused by me. I had NOTHING to do with story!
03-26-2016 19:20:33,Nobody will protect our Nation like Donald J. Trump. Our military will be greatly strengthened and our borders will be strong. Illegals out!
03-26-2016 19:27:56,Wisconsin's economy is doing poorly and like everywhere else in U.S. jobs are leaving. I will make our economy strong again - bring in jobs
03-26-2016 20:12:01,Don't believe the @FoxNews Polls they are just another phony hit job on me. I will beat Hillary Clinton easily in the General Election.
03-26-2016 20:16:02,Remember I am the only candidate who is self-funding. While I am given little credit for this by the voters I am not bought like others!
03-27-2016 13:02:06,I am interviewed on This Week on @ABC this morning. Enjoy!
03-27-2016 14:14:05,Wow sleepy eyes @chucktodd is at it again. He is do totally biased. The things I am saying are correct. - far better vision than the others
03-27-2016 14:23:51,My statement on NATO being obsolete and disproportionately too expensive (and unfair) for the U.S. are now finally receiving plaudits!
03-27-2016 19:41:16,Happy Easter to all have a great day!
03-27-2016 20:37:17,Another radical Islamic attack this time in Pakistan targeting Christian women  children. At least 67 dead400 injured. I alone can solve
03-27-2016 20:55:59,Why can't the pundits be honest? Hopefully we are all looking for a strong and great country again. I will make it strong and great!  JOBS!
03-27-2016 21:11:43,Just to show you how unfair Republican primary politics can be I won the State of Louisiana and get less delegates than Cruz-Lawsuit coming
03-27-2016 22:16:52,See Lyin' Ted even the @DailyBeast (no fan of mine) says this story came from Rubio not Trump! 
03-28-2016 01:17:57,The United States cannot continue to make such bad one-sided trade deals. There are only so many jobs we can give up. No more!
03-28-2016 11:18:50,I will be interviewed on @foxandfriends at 7:30. Things are looking good had a great Easter-look forward to spending the week in Wisconsin!
03-28-2016 14:45:44,Kirsten Powers: Anti- Trump Operative was Aggressively Shopping Cruz Story via the Gateway Pundit: 
03-28-2016 17:25:23,A detainee released from Gitmo has killed an American. When will our so-called leaders ever learn!
03-28-2016 22:18:21,Ted Cruz is incensed that I want to refocus NATO on terrorism as well as current mission but also want others to PAY FAIR SHARE a must!
03-28-2016 22:34:11,Just released that international gangs are all over our cities. This will end when I am President!
03-28-2016 23:13:27,After the way I beat Gov. Scott Walker (and Jeb Rand Marco and all others) in the Presidential Primaries no way he would ever endorse me!
03-29-2016 00:57:35,Lyin'Ted Cruz is weak  losing big so now he wants to debate again. But according to DrudgeTime and on-line polls I have won all debates
03-29-2016 01:04:06,Lyin' Ted I have already beaten you in all debates and am way ahead of you in votes and delegates. You should focus on jobs  illegal imm!
03-29-2016 01:07:23,We need to secure our borders ASAP. No games we must be smart tough and vigilant. MAKE AMERICA GREAT AGAIN  MAKE AMERICA STRONG AGAIN!
03-29-2016 13:34:36,Wow @CNN has nothing but my opponents on their shows. Really one-sided and unfair reporting. Maybe I shouldn't do their town-hall tonight!
03-29-2016 14:16:19,I have millions more votes/hundreds more dels than Cruz or Kasich and yet am not being treated properly by the Republican Party or the RNC.
03-29-2016 14:45:37,How come the @TODAYshow  @chucktodd show the new @NBCNews Poll for Hillary vs Bernie but do not show the SAME poll where I am killing Cruz?
03-29-2016 16:41:33,Wow Corey Lewandowski my campaign manager and a very decent man was just charged with assaulting a reporter. Look at tapes-nothing there!
03-29-2016 16:44:36,Why aren't people looking at this reporters earliest statement as to what happened that is before she found out the episode was on tape?
03-29-2016 19:05:15,Victory press conference was over. Why is she allowed to grab me and shout questions? Can I press charges? 
03-29-2016 19:18:53,This was the reporters statement- when she found out there was tape from my facility she changed her tune. 
03-29-2016 19:35:20,Why is this reporter touching me as I leave news conference? What is in her hand?? 
03-29-2016 19:38:03,MAKE AMERICA GREAT AGAIN!
03-29-2016 20:24:25,Thank you! #MakeAmericaGreatAgain 
03-29-2016 21:19:56,Trump defends campaign manager charged for bruising a reporter:
03-29-2016 21:25:44,Thank you! #Trump2016 
03-30-2016 00:07:20,Final #'s just announced in the GREAT State of MO. TRUMP WINS! New certified #'s show a 365 vote increase for me- @ least 12 more delegates!
03-30-2016 03:10:20,.@DavidGregory got thrown off of TV by NBC fired like a dog! Now he is on @CNN being nasty to me. Not nice!
03-30-2016 16:35:57,THANK YOU NEW YORK!#MakeAmericaGreatAgain #Trump2016 
03-30-2016 17:05:51,Please keep your thoughts  prayers with Melissa Young- Miss Wisconsin 2005. 
03-30-2016 21:17:43,Congratulations to @CNN for having the wisdom to pick TRUMP! #MakeAmericaGreatAgain #Trump2016 
03-30-2016 21:35:14,Thank you- Appleton Wisconsin!#WIPrimary #Trump2016  
03-31-2016 13:48:20,The Trump Doctrine: Peace Through Strength. #Trump2016  
03-31-2016 19:05:59,Just had a very nice meeting with @Reince Priebus and the @GOP. Looking forward to bringing the Party together --- and it will happen!
03-31-2016 20:27:40,THANK YOU WISCONSIN! #VoteTrump next Tuesday April 5th! #WIPrimary 
03-31-2016 22:16:30,THANK YOU AMERICA! #Trump2016#MakeAmericaGreatAgain  
03-31-2016 22:33:09,THANK YOU NEW YORK! #Trump2016 
04-01-2016 02:21:02,#MakeAmericaGreatAgain #Trump2016 
04-01-2016 04:23:25,The Club For Growthwhich asked me for $1000000 in an extortion attempt just put up a Wisconsin ad with incorrect math.What a dumb group!
04-01-2016 04:29:49,The Club For Growth said in their ad that 465 delegates (Cruz) plus 143 delegates (Kasich) is more than my 739 delegates. Try again!
04-01-2016 14:24:46,The National Border Patrol Council (NBPC) said that our open border is the biggest physical  economic threat facing the American people!
04-01-2016 14:25:17,For the 1st time in American history America’s 16500 border patrol agents have issue a presidential primary endorsement—me! Thank you.
04-01-2016 18:45:18,Does anybody like Lyin' Ted? 
04-01-2016 19:12:58,My new radio ad airing today in Wisconsin! See you soon!#WIPrimary #Trump2016 
04-01-2016 21:49:47,We must build a great wall between Mexico and the United States! 
04-01-2016 21:52:14,Can you believe that Ted Cruz who has been killing our country on trade for so long just put out a Wisconsin ad talking about trade?
04-01-2016 22:36:39,MAKE AMERICA GREAT AGAIN! 
04-02-2016 01:44:00,Is it possible for @megynkelly to cover anyone but Donald Trump on her terrible show. She totally misrepresents my words and positions! BAD.
04-02-2016 02:09:29,If @megynkelly stopped covering me on her show her ratings would drop like a rock! My h to h interview with @AC360 beat her by millions!
04-02-2016 02:21:56,I will be in Wisconsin until the election. Jobs trade and immigration will be big factors. I will bring jobs back home - make great deals!
04-02-2016 11:15:20,Wisconsin has suffered a great loss of jobs and trade but if I win all of the bad things happening in the U.S. will be rapidly reversed!
04-02-2016 19:18:14,Join me on Monday April 4th in Milwaukee! #WIPrimary #Trump2016Tickets:  
04-02-2016 20:19:05,Great honor to have @GOP General Counsel #JohnRyder as a Trump delegate in TN. RNC meeting well worth it! Unifying the party!
04-02-2016 20:30:25,.@HeyTammyBruce- Thank you for your nice words on Fox today. They never use my full statements on nuclear which you would agree with!
04-02-2016 20:31:12,.@FoxNews should be ashamed for allowing experts to explain how to make a nuclear attack!
04-02-2016 23:51:08,A GREAT DAY IN WISCONSIN!Thank you #Racine  #Wausau! Just arrived in #EauClaire! #Trump2016#WIPrimary #TrumpTrain 
04-03-2016 03:09:48,I will be interviewed by @jdickerson on @FaceTheNation tomorrow morning. Enjoy! #Trump2016
04-03-2016 03:15:09,Thank you Eau Claire Wisconsin. #VoteTrump on Tuesday April 5th!MAKE AMERICA GREAT AGAIN! 
04-03-2016 12:16:28,I will be on @FoxNewsSunday with Chris Wallace this morning. Enjoy!
04-03-2016 13:46:39,Thank you! #Trump2016 #WIPrimary 
04-03-2016 17:48:16,Thank you New York and Pennsylvania! #MakeAmericaGreatAgain #Trump2016 
04-03-2016 18:05:32,Thank you Miss Katie's Diner!#MakeAmericaGreatAgain #Trump2016 
04-03-2016 20:43:32,I will be in Milwaukee Wisconsin- tomorrow at 7pmE with @MELANIATRUMP. Join us! #WIPrimary #Trump2016 
04-03-2016 23:48:11,Congratulations to @gohermie for winning the @ShellHouOpen. We are all proud of you @TNGCBedminster  all @TrumpGolf clubs! Great going!
04-04-2016 00:14:13,I am on @FoxNews with @greta doing a town hall from Wisconsin- now! Enjoy!#MakeAmericaGreatAgain #Trump2016
04-04-2016 02:16:34,A great night in West Allis Wisconsin! Thank you! #VoteTrumpWI #WIPrimary  
04-04-2016 03:13:47,A great day in Wisconsin many stops many great people! Melania is joining me on Monday. Big crowds. MAKE AMERICA GREAT AGAIN!
04-04-2016 14:57:15,This Tweet from @realDonaldTrump has been withheld in response to a report from the copyright holder.
04-04-2016 16:34:21,Just departing La Crosse Wisconsin. Thank you! #Trump2016 #WIPrimary 
04-04-2016 18:03:52,Congratulations Jim Herman! We are all proud of you @TrumpGolf!
04-04-2016 20:35:52,Will be interviewed on @SeanHannity on @FoxNews from #Wisconsin tonight. My wife Melania will join me for the entire show.
04-04-2016 20:53:46,Wow great news from Wisconsin. Just made two speeches there with a big one coming tonight. Thank you! 
04-04-2016 21:07:04,Leaving Superior Wisconsin now. Thank you! #Trump2016 #WIPrimary 
04-05-2016 00:02:54,MAKE AMERICA GREAT AGAIN!
04-05-2016 01:14:09,I will be on @SeanHannity @FoxNews- tonight at 10pmE w/ @MELANIATRUMP from Wisconsin. Enjoy! #WIPrimary #Trump2016 
04-05-2016 03:29:30,MAKE AMERICA GREAT AGAIN!
04-05-2016 12:00:35,Good morning Wisconsin! The polls are now open! #VoteTrump today  we will MakeAmericaGreatAgain! 
04-05-2016 16:56:54,Wisconsin we will MAKE AMERICA GREAT AGAIN!
04-05-2016 19:25:58,Wow @Politico is in total disarray with almost everybody quitting. Goodnews -- bad dishonest journalists! 
04-05-2016 22:47:28,Still time to get out and VOTE!#WIPrimary #Trump2016 #MAGA
04-06-2016 16:40:53,It is so great to be back home! Looking forward to a great rally tonight in Bethpage Long Island!
04-07-2016 00:30:39,I was not scheduled to be on the @oreillyfactor. Pure fiction!
04-07-2016 00:31:02,Unbelievable evening. Just made a speech in front 17000 amazing New Yorkers in Bethpage Long Island--- great to be home!
04-07-2016 03:02:28,#MakeAmericaGreatAgain #Trump2016 
04-07-2016 19:31:50,Ted Cruz attacked New Yorkers and New York values- we don't forget! 
04-08-2016 12:03:23,So great to be in New York. Catching up on many things (remember I am still running a major business while I campaign) and loving it!
04-08-2016 19:12:12,Jennifer is a terrific person. 
04-08-2016 19:17:12,Looks like I was right about NATO. I had no doubt. 
04-08-2016 20:06:21,Nobody beats me on National Security. 
04-08-2016 21:09:44,“Donald Trump—The Disrupter” will air on @FoxNews Saturday night and Sunday night at 8 PM ET. Anchored by @BretBaier. @johnrobertsFox
04-09-2016 03:07:00,Isn't it a shame that the person who will have by far the most delegates and many millions more votes than anyone else me still must fight
04-09-2016 11:22:32,Bernie Sanders says that Hillary Clinton is unqualified to be president. Based on her decision making ability I can go along with that!
04-09-2016 21:29:18,A great honor to visit the 9/11 Memorial Museum with my wife @MELANIATRUMP today. #NewYorkValues 
04-10-2016 13:40:23,The @nytimes purposely covers me so inaccurately. I want other nations to pay the U.S. for our defense of them. We are the suckers-no more!
04-10-2016 13:47:57,I win a state in votes and then get non-representative delegates because they are offered all sorts of goodies by Cruz campaign. Bad system!
04-10-2016 19:23:50,#MakeAmericaGreatAgain #Trump2016
04-11-2016 00:28:54,How is it possible that the people of the great State of Colorado never got to vote in the Republican Primary? Great anger - totally unfair!
04-11-2016 00:50:56,The people of Colorado had their vote taken away from them by the phony politicians. Biggest story in politics. This will not be allowed!
04-11-2016 10:45:01,I will be interviewed on @foxandfriends at 7:00 A.M. Enjoy!
04-11-2016 15:29:51,This is happening all over our country—great people being disenfranchised bypoliticians. Repub party is in trouble! 
04-11-2016 20:40:53,Colorado Trump Delegates Scratched from Ballots at GOP Convention 
04-11-2016 20:58:42,Why does the liberal media think Bill O'Reilly  (@oreillyfactor) is a complete and total vulgarian? I don't think so!
04-11-2016 20:58:59,Leaving for Albany New York now massive crowd expected. Very exciting!
04-11-2016 22:07:39,A very interesting piece by a very good writer @KirstenPowers of @USATODAY and @FoxNews. 
04-11-2016 22:49:25,Tune in  join me live in Albany New York! 7pmE start time! I love you New York! #Trump2016 #TrumpTrain 
04-11-2016 23:02:54,Join me in Rome NY- tomorrow!#Trump2016 #NYPrimaryTickets available: 
04-12-2016 01:31:23,Thank you Albany New York!#MakeAmericaGreatAgain #Trump2016 
04-12-2016 10:13:02,WOW great new poll- New York! Thank you for your support! #Trump2016#NewYorkValues  
04-12-2016 16:02:54,Missouri just confirmed #Trump2016 as the official winner- with an additional 12 delegates. #MakeAmericaGreatAgain 
04-12-2016 16:10:23,THANK YOU California Maryland New York and Pennsylvania! See you soon!#MakeAmericaGreatAgain #Trump2016 
04-12-2016 22:15:28,I LOVE NEW YORK! #NewYorkValues 
04-13-2016 03:53:39,Great to be on @andersoncooper tonight with my wonderful family. Will be rebroadcast at 12:00 A.M.  (EASTERN).
04-13-2016 05:10:07,#MakeAmericaGreatAgain #Trump2016  
04-13-2016 05:11:41,#MakeAmericaGreatAgain #Trump2016 
04-13-2016 13:48:43,Join me in Pittsburgh- tonight at 7pmE! #Trump2016 #TrumpTrainTickets: 
04-14-2016 01:06:25,Will be interviewed by @SeanHannity on @FoxNews tonight at 10pm from Pennsylvania. Enjoy! #Trump2016 
04-14-2016 03:46:29,Biggest story in politics is now happening in the great State of Colorado where over one million people have been precluded from voting!
04-14-2016 03:53:59,The rules DID CHANGE in Colorado shortly after I entered the race in June because the pols and their bosses knew I would win with the voters
04-14-2016 04:11:46,Big protest march in Colorado on Friday afternoon! Don't let the bosses take your vote!
04-14-2016 04:47:21,Thank you Pittsburgh Pennsylvania!#MakeAmericaGreatAgain #Trump2016 
04-14-2016 17:55:23,Join me on Saturday- in Syracuse New York! #NYPrimary #Trump2016 
04-15-2016 03:50:37,MAKE AMERICA GREAT AGAIN!
04-15-2016 21:12:00,Thank you America! #Trump2016 
04-15-2016 21:52:38,Thank you @NYPost! #Trump2016
04-16-2016 00:59:09,Join me this weekend! #NYPrimary4/16: SYRACUSE - NOON/16: WATERTOWN - 3pm #Trump2016
04-16-2016 12:00:26,I will be interviewed on @foxandfriends at 9:00 A.M. I will be talking about the rigged and boss controlled Republican primaries!
04-16-2016 14:28:39,#ICYMI: @foxandfriends this morning. 
04-16-2016 16:16:13,Just arrived in Syracuse NY. Big crowd great place! We will bring back the desperately needed jobs. #NYPrimary 
04-16-2016 18:16:01,THANK YOU SYRACUSE! #NYPrimary 
04-16-2016 23:49:01,Will be on Hannity tonight. Rebroadcast of town hall from Pittsburgh PA. 8:00pm on FOX. Enjoy! #Trump2016 
04-17-2016 00:13:34,See you tomorrow Dutchess County New York! #NYPrimary #TrumpTrain 
04-17-2016 00:27:45,Thank you California Connecticut Maryland and Pennsylvania!#MakeAmericaGreatAgain #Trump2016 
04-17-2016 02:50:24,#MakeAmericaGreatAgain #NYPrimary 
04-17-2016 13:28:41,I'll be in one of my favorite places this morning Staten Island. Big crowd will be fun!
04-17-2016 13:34:25,Lyin' Ted Cruz will never be able to beat Hillary. Despite a rigged delegate system I am hundreds of delegates ahead of him.
04-17-2016 13:38:31,Lyin' Ted Cruz can't get votes (I am millions ahead of him) so he has to get his delegates from the Republican bosses. It won't work!
04-17-2016 13:41:38,Crooked Hillary Clinton is spending a fortune on ads against me. I am the one person she doesn't want to run against. Will be such fun!
04-17-2016 14:34:12,I would have millions of votes more than Hillary except for the fact that I had 17 opponents and she just had a socialist named Bernie!
04-17-2016 21:01:04,Thank you California! Will see you soon! #MakeAmericaGreatAgain  
04-17-2016 23:04:53,Thank you for today's endorsement New York Veteran Police Association! #NewYorkValues  
04-18-2016 10:58:00,Lyin' Ted Cruz can't win with the voters so he has to sell himself to the bosses-I am millions of VOTES ahead! Hillary would destroy him  K
04-18-2016 11:02:24,Kasich only looks O.K. in polls against Hillary because nobody views him as a threat and therefore have placed ZERO negative ads against him
04-18-2016 17:50:31,New York we will make America great again! 
04-18-2016 21:54:52,Lyin’ Ted Cruz even voted against Superstorm Sandy aid and September 11th help. So many New Yorkers devastated. Cruz hates New York!
04-19-2016 03:25:06,#MakeAmericaGreatAgain #NYPrimary
04-19-2016 03:32:02,Thank you Buffalo! #NYPrimary  
04-19-2016 11:01:10,I am on @foxandfriends at 7:00 A.M. ENJOY!
04-19-2016 12:13:34,A big day for New York and for our COUNTRY! MAKE AMERICA GREAT AGAIN!
04-19-2016 15:17:06,Thank you Eric! 
04-19-2016 16:01:54,Join me in Indianapolis Indiana tomorrow at 3pm! #Trump2016#MakeAmericaGreatAgainTickets:  
04-19-2016 17:04:54,#ICYMI: #Trump2016 closing speech inBuffalo New York!#VoteTrumpNY 
04-19-2016 17:53:08,LETS GO AMERICA! Time to take backour country and #MakeAmericaGreatAgainWatch video  go#VoteTrump! 
04-19-2016 18:18:52,#MakeAmericaGreatAgain#Trump2016 
04-19-2016 19:04:15,Who did the House Task Force onUrgent Fiscal Issues call- when America needed HELP? 
04-19-2016 19:46:32,1988 with Oprah- discussing why I would never rule out a run for #POTUS.#Trump2016 #VoteTrumpNY #PrimaryDay 
04-19-2016 20:53:40,Discussing #NewYorkValuesin Buffalo last night- on the eve of the #NYPrimary.LETS GO NY! #VoteTrump 
04-19-2016 22:00:15,Polls close in 3 hours! Everyone get out and VOTE!#Trump2016 #MakeAmericaGreatAgain
04-20-2016 00:54:52,.@CNN is so negative it is impossible to watch. Terrible panel angry haters. Bill O  @oreillyfactor said such an amazing thing about me!
04-20-2016 01:08:36,Thank you New York! I love you!#MakeAmericaGreatAgain #Trump2016 
04-20-2016 03:22:19,Thank you New York I will never forget!
04-20-2016 03:58:30,MAKE AMERICA GREAT AGAIN! 
04-20-2016 12:42:59,Ted Cruz is mathematically out of winning the race. Now all he can do is be a spoiler never a nice thing to do. I will beat Hillary!
04-20-2016 15:03:10,Off to Indiana! #Trump2016 
04-20-2016 16:05:36,#Trump360 Watch this 360 video of my speech last night at Trump Tower- 
04-20-2016 22:50:04,Thank you Indiana! Will be back soon!#Trump2016 #MakeAmericaGreatAgain 
04-21-2016 01:58:17,Had a meeting with the terrific @GovPenceIN of Indiana. So excited to campaign in his wonderful state! 
04-21-2016 01:58:27,We are going to bring steel and manufacturing back to Indiana!
04-21-2016 02:26:19,Thank you Maryland- what a great way to conclude the day! Will be back soon. #Trump2016  
04-21-2016 10:14:48,I will be doing the @TODAYshow with my wife Melania and the rest of my family in a major Town Hall. Hopefully it will be fun! Enjoy.7A.M.
04-21-2016 10:22:03,Senator Ted Cruz has been MATHEMATICALLY ELIMINATED from race. He said Kasich should get out for same reason. I think both should get out!
04-21-2016 21:47:21,Both Ted Cruz and John Kasich have no path to victory. They should both drop out of the race so that the Republican Party can unify!
04-21-2016 22:16:27,Cruz said Kasich should leave because he couldn't get to 1237. Now he can't get to 1237. Drop out LYIN' Ted.
04-22-2016 15:00:11,I met Prince on numerous occasions. He was an amazing talent and wonderful guy. He will be greatly missed!
04-22-2016 17:35:37,Thank you for the incredible support Maryland! This is a movement!#MakeAmericaGreatAgain #Trump2016
04-22-2016 22:21:03,Thank you @DonaldJTrumpJr! #Trump2016 #MakeAmericaGreatAgain  
04-22-2016 23:33:20,Thank you California! See you soon!#MakeAmericaGreatAgain #Trump2016 
04-23-2016 00:03:07,Thank you Indiana! Was great seeing everyone on Wednesday! I will be back soon! #Trump2016 
04-23-2016 01:17:58,Thank you Pennsylvania! #Trump2016 
04-23-2016 12:37:16,Will be spending the day campaigning in Connecticut another state where jobs are being stolen by other countries. I will stop this fast!
04-23-2016 13:58:30,Pennsylvania: Cast your vote for Trump for POTUS  ALSO vote for the TRUMP DELEGATES in your congressional district! 
04-23-2016 14:44:49,#MakeAmericaGreatAgainVideo:  
04-23-2016 16:10:15,Thank you Waterbury Connecticut!#MakeAmericaGreatAgain #Trump2016 
04-23-2016 19:04:43,The Establishment and special interests are absolutely killing our country. Stop them now: ://t.co/zUmuW5WPrk
04-23-2016 19:27:18,Thank you Bridgeport Connecticut!#MakeAmericaGreatAgain #Trump2016 
04-23-2016 19:30:58,Thank you Delaware! #Trump2016 #MakeAmericaGreatAgain #TrumpTrain 
04-23-2016 20:29:50,Lynne Ryan -- just read your great story in the NY Times -- I am proud of you. Thanks! 
04-24-2016 00:55:43,Congratulations to @seanhannity on his great ratings and ratings increase as reported by the @AP today. Amazing job!
04-24-2016 01:41:57,I had a great day campaigning in Connecticut. Looking for a big vote on Tuesday!
04-24-2016 01:48:17,As soon as John Kasich is hit with negative ads he will drop like a rock in the polls against Crooked Hillary Clinton. I will win!
04-24-2016 02:01:25,.@Borisep was great on @JudgeJeanine tonight. Very smart commentary that will prove to be correct!
04-24-2016 13:58:53,.@AndreBauer  Great job and advice on @CNN  @jaketapper  Thank you!
04-24-2016 14:01:37,I will be in Maryland this afternoon for a major rally. Things are looking good for Tuesday!
04-25-2016 01:27:12,I am happy to hear how badly the @nytimes is doing. It is a seriously failing paper with readership which is way down. Becoming irrelevant!
04-25-2016 03:39:58,Wow just announced that Lyin' Ted and Kasich are going to collude in order to keep me from getting the Republican nomination. DESPERATION!
04-25-2016 03:49:17,Lyin' Ted and Kasich are mathematically dead and totally desperate. Their donors  special interest groups are not happy with them. Sad!
04-25-2016 11:54:21,Lyin' Ted Cruz and 1 for 38 Kasich are unable to beat me on their own so they have to team up (collusion) in a two on one. Shows weakness!
04-25-2016 11:59:06,Shows how weak and desperate Lyin' Ted is when he has to team up with a guy who openly can't stand him and is only 1 win and 38 losses.
04-25-2016 16:15:58,Kasich just announced that he wants the people of Indiana to vote for him. Typical politician - can't make a deal work.
04-25-2016 16:16:27,On the way to the great state of Rhode Island- big rally. Then to Pennsylvania for rest of day and night!
04-25-2016 21:54:55,Thank you Warwick Rhode Island!#RIPrimary #VoteTrump  
04-25-2016 22:06:26,Thank you West Chester Pennsylvania!#PAPrimary #VoteTrump 
04-25-2016 22:11:06,Passing what was once a vibrant manufacturing area in Pennsylvania. So sad! #MakeAmericaGreatAgain 
04-26-2016 01:28:08,Get out and VOTE tomorrow! We will MAKE AMERICA GREAT AGAIN! #CTPrimary #DEPrimary #MDPrimary #PAPrimary #RIPrimary
04-26-2016 01:52:16,Thank you Wilkes-Barre Pennsylvania! #MakeAmericaGreatAgain #Trump2016 
04-26-2016 10:42:39,The Cruz-Kasich pact is under great strain. This joke of a deal is falling apart not being honored and almost dead. Very dumb!
04-26-2016 12:47:24,MAKE AMERICA GREAT AGAIN! 
04-26-2016 13:33:24,Thank you @DonaldJTrumpJr  @EricTrump. #Trump2016 
04-26-2016 16:07:35,Bernie Sanders has been treated terribly by the Democrats—both with delegates  otherwise. He should show them and run as an Independent!
04-26-2016 16:18:18,Thank you for the incredible support- Melania Barron Ivanka Jared Tiffany Don Vanessa Eric and Lara!
04-26-2016 17:43:15,How bad is the New York Times—the most inaccurate coverage constantly. Always trying to belittle. Paper has lost its way!
04-26-2016 18:02:10,Lets go Pennsylvania! #VoteTrump 
04-26-2016 18:03:39,Six hours left to #VoteTrump Connecticut! 
04-26-2016 18:05:25,Thank you for a great day yesterday Rhode Island! #VoteTrump
04-26-2016 18:12:06,You have until 8pm to #VoteTrump Delaware! 
04-26-2016 18:12:15,Lets #MakeAmericaGreatAgain Maryland! #VoteTrump 
04-26-2016 19:55:15,Thank you America! #Trump2016 
04-27-2016 00:08:20,Thank you Maryland! #Trump2016 
04-27-2016 00:14:19,Thank you Pennsylvania! #Trump2016 
04-27-2016 00:18:57,Thank you Connecticut! #Trump2016 
04-27-2016 00:28:31,Thank you Rhode Island! #Trump2016 
04-27-2016 01:02:47,Thank you Delaware! #Trump2016 
04-27-2016 17:35:19,Thank you! 
04-27-2016 17:38:27,Thank you! WE will MAKE AMERICA GREAT AGAIN! 
04-27-2016 17:44:18,Thanks! 
04-27-2016 17:46:35,Thanks Dave! 
04-27-2016 18:35:37,Thank you Newt! 
04-27-2016 18:51:08,Agreed! 
04-27-2016 20:22:25,THANK YOU Connecticut Delaware Maryland Pennsylvania and Rhode Island! #MakeAmericaGreatAgain 
04-27-2016 22:14:51,Join me on @greta- from Indianapolis Indiana at 7pmE! Enjoy! #Trump2016 
04-28-2016 01:47:39,Thank you for the endorsement Coach Bobby Knight! I will never forget it! 
04-28-2016 01:50:05,Thank you Laura!  
04-28-2016 03:17:17,I am in Indiana where we just had a great rally. Fantastic people! Staying at a Holiday Inn Express - new and clean not bad!
04-28-2016 03:49:52,Getting the strong endorsement of the great coach Bobby Knight has been a highlight of my stay in Indiana. Big speech tomorrow with Bobby!
04-28-2016 10:41:35,Thank you to all for the wonderful reviews of my foreign policy speech. I will soon be speaking in great detail on numerous other topics!
